hotel_id,city_id,city,hotel_name,score,description,url,latitude,longitude
445,6,Paris,Eiffel Saint-Charles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Eiffel+Saint-Charles,48.849868,2.2884782
446,6,Paris,Hôtel de Nantes,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Nantes,48.884465,2.3679226
447,6,Paris,Hôtel d'Espagne,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+d'Espagne,48.8720379,2.3446636
448,6,Paris,Le Victor Hugo,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Victor+Hugo,48.9063522,2.3243704
449,6,Paris,Hôtel Montalembert,5.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Montalembert,48.8566846,2.3278974
450,6,Paris,Grand Hôtel du Bel Air,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+du+Bel+Air,48.8473466,2.3995162
451,6,Paris,Hôtel CourSeine,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+CourSeine,48.8990454,2.2464145
452,6,Paris,Hôtel du Petit Louvre,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Petit+Louvre,48.8505284,2.2923897
453,6,Paris,Ami,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ami,48.8413079,2.3027992
454,6,Paris,Le Daum,3.0,Rue Gossec,https://www.booking.com/search.html?ss=Le+Daum,48.8387905,2.4008358
455,6,Paris,Hôtel Chatillon Paris Montparnasse,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Chatillon+Paris+Montparnasse,48.825673,2.3232405
456,6,Paris,Hôtel Avalon Paris,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Avalon+Paris,48.8811174,2.3514426
457,6,Paris,Hôtellerie Paris Saint-Honoré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtellerie+Paris+Saint-Honoré,48.8727937,2.3157855
458,6,Paris,La Croix de Malte,3.0,Non renseigné,https://www.booking.com/search.html?ss=La+Croix+de+Malte,48.8636313,2.3690033
459,6,Paris,Hôtel London,3.0,Boulevard des Italiens,https://www.booking.com/search.html?ss=Hôtel+London,48.8713271,2.3351551
460,6,Paris,Hôtel 10 Opéra,3.0,Rue du Helder,https://www.booking.com/search.html?ss=Hôtel+10+Opéra,48.8718954,2.3350541
461,6,Paris,Hôtel Langlois,2.0,Rue Saint-Lazare,https://www.booking.com/search.html?ss=Hôtel+Langlois,48.8768039,2.3336297
462,6,Paris,Baudelaire,3.0,Non renseigné,https://www.booking.com/search.html?ss=Baudelaire,48.8679824,2.3362288
463,6,Paris,Alison,3.0,Non renseigné,https://www.booking.com/search.html?ss=Alison,48.871017,2.3202503
464,6,Paris,La Sanguine,3.0,Non renseigné,https://www.booking.com/search.html?ss=La+Sanguine,48.8706452,2.3219942
465,6,Paris,Hôtel de Sèze,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Sèze,48.8705622,2.3263811
466,6,Paris,Novotel Paris Charenton,4.0,Non renseigné,https://www.booking.com/search.html?ss=Novotel+Paris+Charenton,48.8265002,2.4051977
467,6,Paris,Le Clos d'Alésia,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Clos+d'Alésia,48.8261537,2.3243946
468,6,Paris,Le Home,2.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Home,48.8461244,2.4335366
469,6,Paris,Ibis Styles Paris Nation Cours de Vincennes,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+Styles+Paris+Nation+Cours+de+Vincennes,48.8469348,2.4080026
470,6,Paris,Hôtel du Moulin,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Moulin,48.885336,2.3350946
471,6,Paris,Modern Hotel,2.0,Non renseigné,https://www.booking.com/search.html?ss=Modern+Hotel,48.8618761,2.3831957
472,6,Paris,Luxor Bastille Hôtel,3.0,Rue Moreau,https://www.booking.com/search.html?ss=Luxor+Bastille+Hôtel,48.8502622,2.3730838
473,6,Paris,Le Versigny,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Versigny,48.895273,2.343192
474,6,Paris,Hôtel du Bon Séjour,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Bon+Séjour,48.892932,2.3433
475,6,Paris,Hôtel Le 17,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Le+17,48.8704572,2.3610027
476,6,Paris,Résidence Mouffetard,3.0,Non renseigné,https://www.booking.com/search.html?ss=Résidence+Mouffetard,48.8432503,2.3497657
477,6,Paris,Hôtel Westminster,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Westminster,48.8693831,2.3310566
478,6,Paris,Mandarin Oriental,5.0,Non renseigné,https://www.booking.com/search.html?ss=Mandarin+Oriental,48.8670213,2.3272218
479,6,Paris,Hôtel André Latin,3.0,Rue Gay-Lussac,https://www.booking.com/search.html?ss=Hôtel+André+Latin,48.8428306,2.3425937
480,6,Paris,Hôtel Banke,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Banke,48.8736554,2.3360245
481,6,Paris,Thoumieux,3.0,Non renseigné,https://www.booking.com/search.html?ss=Thoumieux,48.8595817,2.3086929
482,6,Paris,Le Seven,4.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Seven,48.8389861,2.3455789
483,6,Paris,Hôtel Apogia Paris,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Apogia+Paris,48.8201479,2.395149
484,6,Paris,Hôtel des Grandes Écoles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+des+Grandes+Écoles,48.8451928,2.3505337
485,6,Paris,Ibis Paris Brancion parc des expositions,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+Paris+Brancion+parc+des+expositions,48.8302757,2.3020508
486,6,Paris,Hôtel Regyn's,3.0,Place des Abbesses,https://www.booking.com/search.html?ss=Hôtel+Regyn's,48.8846283,2.3381804
487,6,Paris,Hôtel du Trosy,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Trosy,48.8027119,2.2625813
488,6,Paris,Grand Hôtel,3.0,Avenue Aristide Briand,https://www.booking.com/search.html?ss=Grand+Hôtel,48.7795469,2.2607977
489,6,Paris,Séjours&Affaires Paris Vitry,3.0,Boulevard de Stalingrad,https://www.booking.com/search.html?ss=Séjours&Affaires+Paris+Vitry,48.7998735,2.3811434
490,6,Paris,Hôtel André Gill,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+André+Gill,48.8827924,2.3402418
491,6,Paris,Villa Mademoiselle,3.0,Non renseigné,https://www.booking.com/search.html?ss=Villa+Mademoiselle,48.8437234,2.2967496
492,6,Paris,Hôtel Belambra Magendie (Touring Hotel),3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Belambra+Magendie+(Touring+Hotel),48.8340571,2.346078
493,6,Paris,Hôtel Mogador,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Mogador,48.8751482,2.3354544
494,6,Paris,Holiday Inn Paris Opéra,4.0,Non renseigné,https://www.booking.com/search.html?ss=Holiday+Inn+Paris+Opéra,48.8716034,2.3435792
495,6,Paris,Hôtel R de Paris,4.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+R+de+Paris,48.8799454,2.3289718
496,6,Paris,Hôtel Antin Trinité,2.0,Rue de Provence,https://www.booking.com/search.html?ss=Hôtel+Antin+Trinité,48.8743615,2.3321163
497,6,Paris,Opéra d'Antin,3.0,Non renseigné,https://www.booking.com/search.html?ss=Opéra+d'Antin,48.8742273,2.3320136
498,6,Paris,Bloum,3.0,Non renseigné,https://www.booking.com/search.html?ss=Bloum,48.8765596,2.3401099
499,6,Paris,Hôtel Impérial,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Impérial,48.8751153,2.3361132
500,6,Paris,Hôtel Paris Vaugirard,3.0,Rue de Vaugirard,https://www.booking.com/search.html?ss=Hôtel+Paris+Vaugirard,48.8331256,2.2892198
501,6,Paris,Hôtel Littéraire Marcel Aymé,3.0,Rue Tholozé,https://www.booking.com/search.html?ss=Hôtel+Littéraire+Marcel+Aymé,48.8864902,2.3356152
502,6,Paris,Hôtel Mercure Paris Montmartre Sacré Cœur,3.0,Rue Caulaincourt,https://www.booking.com/search.html?ss=Hôtel+Mercure+Paris+Montmartre+Sacré+Cœur,48.8852398,2.3300554
503,6,Paris,Hôtel Ibis Paris Montmartre,3.0,Rue Caulaincourt,https://www.booking.com/search.html?ss=Hôtel+Ibis+Paris+Montmartre,48.8853086,2.3302109
504,6,Paris,Art Hotel Batignolles,3.0,Rue Legendre,https://www.booking.com/search.html?ss=Art+Hotel+Batignolles,48.8879853,2.3209583
505,6,Paris,Hôtel de Flore 108 rue Lamarck,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Flore+108+rue+Lamarck,48.8905518,2.335084
506,6,Paris,Holliday Inn Garden Court,3.0,Non renseigné,https://www.booking.com/search.html?ss=Holliday+Inn+Garden+Court,48.8888344,2.3331457
507,6,Paris,Le Rocroy,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Rocroy,48.8797188,2.3507524
508,6,Paris,Hôtel Mercure,4.0,Boulevard Marguerite de Rochechouart,https://www.booking.com/search.html?ss=Hôtel+Mercure,48.8825769,2.3415403
509,6,Paris,Hôtel des Arènes,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+des+Arènes,48.8450579,2.3523699
510,6,Paris,Hôtel Studia,1.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Studia,48.8501323,2.3476328
511,6,Paris,Renaissance Paris Vendôme Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Renaissance+Paris+Vendôme+Hotel,48.8654715,2.3296865
512,6,Paris,Hôtel Ibis Styles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Ibis+Styles,48.778593,2.2943292
513,6,Paris,Le Patio Bastille,3.0,Rue du Faubourg Saint-Antoine,https://www.booking.com/search.html?ss=Le+Patio+Bastille,48.8493667,2.3904393
514,6,Paris,Ibis Styles Paris Mairie de Montreuil,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+Styles+Paris+Mairie+de+Montreuil,48.8625559,2.4435914
515,6,Paris,Ideal Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ideal+Hotel,48.8557377,2.4225769
516,6,Paris,Hôtel Le M,4.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Le+M,48.8397318,2.3233917
517,6,Paris,Hôtel de Sévigné,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Sévigné,48.8688058,2.2924351
518,6,Paris,Citadines,4.0,Rue des Innocents,https://www.booking.com/search.html?ss=Citadines,48.860658,2.3469337
519,6,Paris,Étoile Saint-Ferdinand,4.0,Non renseigné,https://www.booking.com/search.html?ss=Étoile+Saint-Ferdinand,48.8777667,2.2873179
520,6,Paris,Citadines Apart'Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Citadines+Apart'Hotel,48.8280249,2.3153561
521,6,Paris,Première Classe,3.0,Non renseigné,https://www.booking.com/search.html?ss=Première+Classe,48.8685859,2.4312192
522,6,Paris,Hôtel Terminus Montparnasse,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Terminus+Montparnasse,48.844353,2.323339
523,6,Paris,Mercure Gare Montparnasse,3.0,Non renseigné,https://www.booking.com/search.html?ss=Mercure+Gare+Montparnasse,48.8400229,2.3235906
524,6,Paris,Libertel Montmartre Duperré,3.0,Rue Duperré,https://www.booking.com/search.html?ss=Libertel+Montmartre+Duperré,48.8820719,2.334511
525,6,Paris,Ibis Paris Porte de Montreuil,3.0,Avenue du Professeur André Lemierre,https://www.booking.com/search.html?ss=Ibis+Paris+Porte+de+Montreuil,48.8545825,2.4157664
526,6,Paris,Renaissance Paris Arc de Triomphe Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Renaissance+Paris+Arc+de+Triomphe+Hotel,48.8770492,2.2970676
527,6,Paris,Hôtel La Comtesse by Elegancia,3.0,Avenue de Tourville,https://www.booking.com/search.html?ss=Hôtel+La+Comtesse+by+Elegancia,48.8539009,2.307242
528,6,Paris,Hôtel Berkeley,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Berkeley,48.842941,2.3242099
529,6,Paris,Hôtel Le Victor Hugp,3.0,Rue Louis Rolland,https://www.booking.com/search.html?ss=Hôtel+Le+Victor+Hugp,48.8169533,2.3205788
530,6,Paris,Platine,3.0,Non renseigné,https://www.booking.com/search.html?ss=Platine,48.8473814,2.2833183
531,6,Paris,Hôtel du Parc,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Parc,48.8221986,2.3021635
532,6,Paris,Hôtel Patio Brancion,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Patio+Brancion,48.8227928,2.2999903
533,6,Paris,Hôtel de la Place,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Place,48.821878,2.3018924
534,6,Paris,Le Carmin,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Carmin,48.7924032,2.3860531
535,6,Paris,New Hotel Saint-Lazare,3.0,Non renseigné,https://www.booking.com/search.html?ss=New+Hotel+Saint-Lazare,48.8801993,2.3268856
536,6,Paris,Hôtel Londres & New-york,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Londres+&+New-york,48.8753163,2.326288
537,6,Paris,Le Quorum,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Quorum,48.8426718,2.2073443
538,6,Paris,Hôtel de Paris,2.0,Rue de la République,https://www.booking.com/search.html?ss=Hôtel+de+Paris,48.8845764,2.2382232
539,6,Paris,Le Pavillon Bastille,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Pavillon+Bastille,48.8508057,2.3698822
540,6,Paris,Shangri-La Hotel,3.0,Avenue d'Iéna,https://www.booking.com/search.html?ss=Shangri-La+Hotel,48.8637194,2.2934262
541,6,Paris,Périphérique hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Périphérique+hotel,48.8143073,2.360612
542,6,Paris,Hôtel Max,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Max,48.8279437,2.3297879
543,6,Paris,61 Paris Nation Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=61+Paris+Nation+Hôtel,48.8465206,2.4102795
544,6,Paris,La Planète Bleue,3.0,Non renseigné,https://www.booking.com/search.html?ss=La+Planète+Bleue,48.9048642,2.3905848
545,6,Paris,Palma Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Palma+Hotel,48.865044,2.3976767
546,6,Paris,Résidence de la Tour,3.0,Non renseigné,https://www.booking.com/search.html?ss=Résidence+de+la+Tour,48.8224461,2.3036291
547,6,Paris,Le Baron,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Baron,48.8241267,2.3617523
548,6,Paris,AmHotel Italie,2.0,Non renseigné,https://www.booking.com/search.html?ss=AmHotel+Italie,48.8250171,2.3610514
549,6,Paris,Arian Hotel,1.0,Non renseigné,https://www.booking.com/search.html?ss=Arian+Hotel,48.8252188,2.3608916
550,6,Paris,Windsor Opera,4.0,Non renseigné,https://www.booking.com/search.html?ss=Windsor+Opera,48.8734789,2.3485534
551,6,Paris,Auberge de l'Europe,3.0,Rue Saint-Just,https://www.booking.com/search.html?ss=Auberge+de+l'Europe,48.8119983,2.3911416
552,6,Paris,Meridional,3.0,Non renseigné,https://www.booking.com/search.html?ss=Meridional,48.8900035,2.3233253
553,6,Paris,Mercure Paris Vaugirard Porte de Versailles,4.0,Non renseigné,https://www.booking.com/search.html?ss=Mercure+Paris+Vaugirard+Porte+de+Versailles,48.8330436,2.2880199
554,6,Paris,Porte de Versailles Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Porte+de+Versailles+Hotel,48.8351584,2.2825386
555,6,Paris,Hôtel Riquet,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Riquet,48.8901866,2.3614476
556,6,Paris,Hôtel de la Poste,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Poste,48.8902032,2.3611081
557,6,Paris,Hôtel Clarisse,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Clarisse,48.8290014,2.3005012
558,6,Paris,Quorum,3.0,Non renseigné,https://www.booking.com/search.html?ss=Quorum,48.8430076,2.2073079
559,6,Paris,Hôtel Exelmans,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Exelmans,48.8413822,2.2626522
560,6,Paris,Hôtel Boileau,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Boileau,48.8407519,2.2624259
561,6,Paris,Ibis budget Paris Porte de Montmartre,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+budget+Paris+Porte+de+Montmartre,48.9011584,2.3341043
562,6,Paris,Kopster,4.0,Boulevard Victor,https://www.booking.com/search.html?ss=Kopster,48.8362078,2.2787992
563,6,Paris,Villa royale Montsouris,4.0,Non renseigné,https://www.booking.com/search.html?ss=Villa+royale+Montsouris,48.8234693,2.3306543
564,6,Paris,Hôtel Virgina,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Virgina,48.8240238,2.3274437
565,6,Paris,Hôtel Montsouris Orléans,1.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Montsouris+Orléans,48.8240433,2.3300803
566,6,Paris,Hôtel Beaunier,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Beaunier,48.8242675,2.3289215
567,6,Paris,Glam's Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Glam's+Hotel,48.8244918,2.3272586
568,6,Paris,Parc Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Parc+Hôtel,48.8246933,2.3268171
569,6,Paris,Sports Hotel,1.0,Non renseigné,https://www.booking.com/search.html?ss=Sports+Hotel,48.8247319,2.3264861
570,6,Paris,Hôtel du Parc Saint-Charles,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Parc+Saint-Charles,48.8371866,2.2775249
571,6,Paris,Hôtel Source,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Source,48.8964346,2.3283996
572,6,Paris,Timhotel Nation,3.0,Rue d'Avron,https://www.booking.com/search.html?ss=Timhotel+Nation,48.8515323,2.3989998
573,6,Paris,Dupleix Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Dupleix+Hotel,48.850407,2.2920238
574,6,Paris,Hôtel Tolbiac,1.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Tolbiac,48.8263167,2.3603544
575,6,Paris,Hôtel Torcy,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Torcy,48.8910813,2.3604459
576,6,Paris,Hôtel de Belfort,3.0,Rue de Belfort,https://www.booking.com/search.html?ss=Hôtel+de+Belfort,48.8569026,2.384843
577,6,Paris,Hôtel Palais de Chaillot,3.0,Avenue Raymond Poincaré,https://www.booking.com/search.html?ss=Hôtel+Palais+de+Chaillot,48.8657423,2.2861553
578,6,Paris,Hôtel Belfort,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Belfort,48.892134,2.3603868
579,6,Paris,Hôtel Mirific,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Mirific,48.8898808,2.3211159
580,6,Paris,Lennon Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Lennon+Hotel,48.8808975,2.3516143
581,6,Paris,Le Petit Belloy,2.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Petit+Belloy,48.8502129,2.3421749
582,6,Paris,Hôtel Belloy Saint-Germain,4.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Belloy+Saint-Germain,48.8503717,2.3422419
583,6,Paris,Sanso,3.0,Rue de Tolbiac,https://www.booking.com/search.html?ss=Sanso,48.8293498,2.374812
584,6,Paris,Paris Montmartre Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Paris+Montmartre+Hôtel,48.8845083,2.3257947
585,6,Paris,Hôtel Pavillon de la reine,4.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Pavillon+de+la+reine,48.8564346,2.3661288
586,6,Paris,Hôtel des Pyrénées,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+des+Pyrénées,48.873786,2.3860479
587,6,Paris,Amiral,4.0,Non renseigné,https://www.booking.com/search.html?ss=Amiral,48.825296,2.3572182
588,6,Paris,Green Park Hotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Green+Park+Hotel,48.8783108,2.3843089
589,6,Paris,Hôtel Magellan,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Magellan,48.8834554,2.2924752
590,6,Paris,Hôtel Cyrano,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Cyrano,48.8868844,2.321676
591,6,Paris,Le Petit Cosy,3.0,Boulevard de Picpus,https://www.booking.com/search.html?ss=Le+Petit+Cosy,48.8446684,2.4024604
592,6,Paris,Campanile Paris Est - Porte de Bagnolet,3.0,Avenue du Général de Gaulle,https://www.booking.com/search.html?ss=Campanile+Paris+Est+-+Porte+de+Bagnolet,48.8652815,2.4164888
593,6,Paris,Hôtel du Château,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Château,48.8451303,2.4350107
594,6,Paris,Hotel de la poste,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hotel+de+la+poste,48.8347034,2.2394018
595,6,Paris,Armoni Hotel,3.0,Villa Berthier,https://www.booking.com/search.html?ss=Armoni+Hotel,48.8851415,2.2930709
596,6,Paris,Hôtel Champerret-Héliopolis,3.0,Rue d'Héliopolis,https://www.booking.com/search.html?ss=Hôtel+Champerret-Héliopolis,48.8850808,2.2936804
597,6,Paris,Piapia,3.0,Rue des Maraîchers,https://www.booking.com/search.html?ss=Piapia,48.8486326,2.4079461
598,6,Paris,Hôtel Flor Rivoli,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Flor+Rivoli,48.8591442,2.3451909
599,6,Paris,Grand Hôtel Dechampaigne,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+Dechampaigne,48.8587815,2.3453015
600,6,Paris,Le Petit Cantal,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Petit+Cantal,48.8146822,2.4010226
601,6,Paris,Louvre Montana,4.0,Non renseigné,https://www.booking.com/search.html?ss=Louvre+Montana,48.864469,2.3318128
602,6,Paris,La Cantina,3.0,Non renseigné,https://www.booking.com/search.html?ss=La+Cantina,48.8174526,2.3985388
603,6,Paris,Grand hôtel amelot,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+hôtel+amelot,48.8592591,2.3683806
604,6,Paris,Louis II,4.0,Non renseigné,https://www.booking.com/search.html?ss=Louis+II,48.8516052,2.3382057
605,6,Paris,Cordelia,3.0,Non renseigné,https://www.booking.com/search.html?ss=Cordelia,48.8731572,2.3252446
606,6,Paris,Hôtel 34B,3.0,Rue Bergère,https://www.booking.com/search.html?ss=Hôtel+34B,48.8727003,2.3435855
607,6,Paris,Hôtel marais bastille,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+marais+bastille,48.8573297,2.3715214
608,6,Paris,Hôtel Villa des Ternes,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Villa+des+Ternes,48.8803203,2.2858761
609,6,Paris,Hôtel Champerret-Élysées,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Champerret-Élysées,48.8851889,2.2939544
610,6,Paris,Notre-Dame,3.0,Non renseigné,https://www.booking.com/search.html?ss=Notre-Dame,48.8503654,2.3494131
611,6,Paris,Régina,2.0,Non renseigné,https://www.booking.com/search.html?ss=Régina,48.8172055,2.3162541
612,6,Paris,Pavillon Courcelles Parc Monceau,3.0,Non renseigné,https://www.booking.com/search.html?ss=Pavillon+Courcelles+Parc+Monceau,48.8841956,2.3161259
613,6,Paris,Pavillon Villiers Étoile,3.0,Non renseigné,https://www.booking.com/search.html?ss=Pavillon+Villiers+Étoile,48.8836309,2.316295
614,6,Paris,Auriane Porte de Versailles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Auriane+Porte+de+Versailles,48.8341199,2.2951841
615,6,Paris,Grand Hotel Clichy,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hotel+Clichy,48.8988632,2.3074021
616,6,Paris,Le Verdun,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Verdun,48.8109924,2.3160079
617,6,Paris,Beauséjour Montmartre,3.0,Non renseigné,https://www.booking.com/search.html?ss=Beauséjour+Montmartre,48.8836722,2.3257995
618,6,Paris,Les Coquelicots,3.0,Non renseigné,https://www.booking.com/search.html?ss=Les+Coquelicots,48.8125649,2.3191448
619,6,Paris,Adagio,3.0,Rue Eliane Jeannin-Garreau,https://www.booking.com/search.html?ss=Adagio,48.8310386,2.2809023
620,6,Paris,Le Petit Relais,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Petit+Relais,48.8108859,2.3580359
621,6,Paris,Hôtel abbatial Saint-Germain,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+abbatial+Saint-Germain,48.8497498,2.3505242
622,6,Paris,Hôtel le Relais Saint Charles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+le+Relais+Saint+Charles,48.850277,2.2933596
623,6,Paris,Mercure Paris - Tour Eiffel,4.0,Non renseigné,https://www.booking.com/search.html?ss=Mercure+Paris+-+Tour+Eiffel,48.8504482,2.2926945
624,6,Paris,Hôtel Korner Eiffel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Korner+Eiffel,48.8465583,2.2886239
625,6,Paris,Arc Paris Porte d'Orléans,3.0,Non renseigné,https://www.booking.com/search.html?ss=Arc+Paris+Porte+d'Orléans,48.817578,2.3242363
626,6,Paris,Le Florus,3.0,Rue Gabriel Péri,https://www.booking.com/search.html?ss=Le+Florus,48.8177423,2.3234029
627,6,Paris,Hôtel Paris Orléans,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Paris+Orléans,48.8113013,2.326112
628,6,Paris,Adagio Aparthotel,4.0,Non renseigné,https://www.booking.com/search.html?ss=Adagio+Aparthotel,48.820106,2.3114776
629,6,Paris,Hôtel Le Murat,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Le+Murat,48.8148358,2.3255189
630,6,Paris,Hôtel Chopin,2.0,Passage Jouffroy,https://www.booking.com/search.html?ss=Hôtel+Chopin,48.8726389,2.3422288
631,6,Paris,Hôtel de la Paix,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Paix,48.8568044,2.3030573
632,6,Paris,Hôtel Perreyve,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Perreyve,48.847132,2.3316957
633,6,Paris,Bonsoir Madame,3.0,Rue Madame,https://www.booking.com/search.html?ss=Bonsoir+Madame,48.8469032,2.3316463
634,6,Paris,Hôtel de France,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+France,48.847567,2.3718879
635,6,Paris,Istria Montparnasse,3.0,Non renseigné,https://www.booking.com/search.html?ss=Istria+Montparnasse,48.8390829,2.3316404
636,6,Paris,Hôtel Madeleine Plaza,4.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Madeleine+Plaza,48.8710803,2.3248004
637,6,Paris,Andréa Rivoli,3.0,Rue Saint-Bon,https://www.booking.com/search.html?ss=Andréa+Rivoli,48.8581962,2.3502811
