city_id,city,hotel_name,url,score,description,phone,website,latitude,longitude
1,Mont Saint Michel,Manoir Roche Torin,https://www.booking.com/search.html?ss=Manoir+Roche+Torin,3,,,https://www.manoir-rochetorin.com/fr/,48.6373639,-1.4249973
1,Mont Saint Michel,La Maison Rouge,https://www.booking.com/search.html?ss=La+Maison+Rouge,,,,,48.6353087,-1.510657
1,Mont Saint Michel,Au Ptit Quinquin,https://www.booking.com/search.html?ss=Au+Ptit+Quinquin,2,Les Forges,+33 2 33709720,https://aupetitquinquin.com/,48.6270958,-1.3880533
1,Mont Saint Michel,Les Terrasses Poulard,https://www.booking.com/search.html?ss=Les+Terrasses+Poulard,,,,,48.6352034,-1.5103857
1,Mont Saint Michel,Hôtel Rose,https://www.booking.com/search.html?ss=Hôtel+Rose,,,,,48.5971697,-1.5135254
1,Mont Saint Michel,La Tour Brette,https://www.booking.com/search.html?ss=La+Tour+Brette,,,,,48.5531869,-1.5126215
1,Mont Saint Michel,Auberge de la Baie,https://www.booking.com/search.html?ss=Auberge+de+la+Baie,,,,,48.615971,-1.4884068
1,Mont Saint Michel,Hôtel L'Auberge Saint-Pierre,https://www.booking.com/search.html?ss=Hôtel+L'Auberge+Saint-Pierre,3,,,,48.6353774,-1.509986
1,Mont Saint Michel,Mercure Mont Saint Michel,https://www.booking.com/search.html?ss=Mercure+Mont+Saint+Michel,,,,,48.6142662,-1.5107037
1,Mont Saint Michel,Le Saint-Aubert,https://www.booking.com/search.html?ss=Le+Saint-Aubert,2,,,,48.6135922,-1.5091181
1,Mont Saint Michel,Restaurant L'Auberge Saint-Pierre,https://www.booking.com/search.html?ss=Restaurant+L'Auberge+Saint-Pierre,3,,+33 2 33 60 1403,https://www.auberge-saint-pierre.fr/,,
1,Mont Saint Michel,Hôtel - Restaurant Le Mouton Blanc,https://www.booking.com/search.html?ss=Hôtel+-+Restaurant+Le+Mouton+Blanc,2,Grande Rue,+33233601408,https://www.lemoutonblanc.fr/,,
1,Mont Saint Michel,Maison Lacorne;Hôtel - Restaurant La Vieille Auberge,https://www.booking.com/search.html?ss=Maison+Lacorne;Hôtel+-+Restaurant+La+Vieille+Auberge,2,,+33233601434,,,
1,Mont Saint Michel,Hôtel Le XIV,https://www.booking.com/search.html?ss=Hôtel+Le+XIV,,Rue du Docteur Tizon,,https://www.le-14.com/,,
1,Mont Saint Michel,Logis Hôtel de la Tour Brette,https://www.booking.com/search.html?ss=Logis+Hôtel+de+la+Tour+Brette,,,,,,
1,Mont Saint Michel,Hôtel Restaurant Eugénie,https://www.booking.com/search.html?ss=Hôtel+Restaurant+Eugénie,,,,,,
1,Mont Saint Michel,L'Orée du Mont,https://www.booking.com/search.html?ss=L'Orée+du+Mont,,,,,,
1,Mont Saint Michel,Entre Mont et Merveille,https://www.booking.com/search.html?ss=Entre+Mont+et+Merveille,,,,,,
1,Mont Saint Michel,Hôtel de France,https://www.booking.com/search.html?ss=Hôtel+de+France,,,,,,
1,Mont Saint Michel,Les Belles de Mai chambre d'hôtes mont Saint-Michel,https://www.booking.com/search.html?ss=Les+Belles+de+Mai+chambre+d'hôtes+mont+Saint-Michel,,,,,,
1,Mont Saint Michel,La Bagatelle,https://www.booking.com/search.html?ss=La+Bagatelle,,,,,,
1,Mont Saint Michel,Hôtel Ariane & Spa,https://www.booking.com/search.html?ss=Hôtel+Ariane+&+Spa,,,,,,
1,Mont Saint Michel,Au Jardin Saint-Michel,https://www.booking.com/search.html?ss=Au+Jardin+Saint-Michel,,,,,,
1,Mont Saint Michel,Le Grenier du Jardin,https://www.booking.com/search.html?ss=Le+Grenier+du+Jardin,,,,,,
1,Mont Saint Michel,Gite Saint-Michel,https://www.booking.com/search.html?ss=Gite+Saint-Michel,,,,,,
1,Mont Saint Michel,L'Âme du Gourmand,https://www.booking.com/search.html?ss=L'Âme+du+Gourmand,,,,,,
1,Mont Saint Michel,Mont B&B,https://www.booking.com/search.html?ss=Mont+B&B,,,,,,
1,Mont Saint Michel,Le Lithana,https://www.booking.com/search.html?ss=Le+Lithana,,,,,,
1,Mont Saint Michel,Best Western Hotel Montgomery,https://www.booking.com/search.html?ss=Best+Western+Hotel+Montgomery,,,,,,
1,Mont Saint Michel,Hôtel Gabriel,https://www.booking.com/search.html?ss=Hôtel+Gabriel,3,,+33 2 33 60 14 13,http://www.hotelgabriel-montsaintmichel.com,,
1,Mont Saint Michel,Ibis,https://www.booking.com/search.html?ss=Ibis,,,,,,
1,Mont Saint Michel,Hôtel - Restaurant Le Saint-Michel,https://www.booking.com/search.html?ss=Hôtel+-+Restaurant+Le+Saint-Michel,,Grande Rue,+33233600216,,,
1,Mont Saint Michel,Hôtellerie de la Sirène,https://www.booking.com/search.html?ss=Hôtellerie+de+la+Sirène,,,,,,
1,Mont Saint Michel,Hôtel - Bar - Restaurant La Croix Blanche,https://www.booking.com/search.html?ss=Hôtel+-+Bar+-+Restaurant+La+Croix+Blanche,3,Grande Rue,+33 2 33 60 14 04,https://www.hotel-la-croix-blanche.com/,,
1,Mont Saint Michel,Les Terrasses Poulard,https://www.booking.com/search.html?ss=Les+Terrasses+Poulard,,,,,,
2,St Malo,Ibis Styles,https://www.booking.com/search.html?ss=Ibis+Styles,,,+33 2 99 40 90 24,http://www.hotel-saint-malo-ibis-styles.com/,48.6486267,-2.0239888
2,St Malo,Hôtel de l'Univers,https://www.booking.com/search.html?ss=Hôtel+de+l'Univers,,,,,48.6510826,-2.0239307
2,St Malo,Ajoncs d'Or,https://www.booking.com/search.html?ss=Ajoncs+d'Or,3,Rue des Forgeurs,,,48.6474678,-2.0252029
2,St Malo,Hôtel des Abers,https://www.booking.com/search.html?ss=Hôtel+des+Abers,3,Rue de la Corne de Cerf,,https://www.hoteldesabers.com/,48.6505034,-2.0248745
2,St Malo,Hôtel de la Houle,https://www.booking.com/search.html?ss=Hôtel+de+la+Houle,,,,,48.6252282,-2.1366784
2,St Malo,Hôtel d'Aleth,https://www.booking.com/search.html?ss=Hôtel+d'Aleth,,,,https://www.hotel-aleth-saint-malo.com/,48.6359308,-2.0217775
2,St Malo,Gîte La Ville Auray,https://www.booking.com/search.html?ss=Gîte+La+Ville+Auray,,,+33 2 99 81 64 37,https://www.ville-auray.com/,48.6581057,-1.9544006
2,St Malo,La Vallée,https://www.booking.com/search.html?ss=La+Vallée,,Avenue George V,+33 2 99 46 22 47,https://hoteldelavallee.com/,48.6362285,-2.0484832
2,St Malo,Hôtel de la Porte Saint-Pierre,https://www.booking.com/search.html?ss=Hôtel+de+la+Porte+Saint-Pierre,2,,,https://www.hotel-portestpierre.com/,48.6479494,-2.0282119
2,St Malo,Hôtel Mercure Balmoral,https://www.booking.com/search.html?ss=Hôtel+Mercure+Balmoral,4,,,,48.6464714,-2.0061619
2,St Malo,Sezam,https://www.booking.com/search.html?ss=Sezam,,,+33230880199,https://sezam-appart-hotel.fr,48.6478069,-2.0085933
2,St Malo,La Marinière,https://www.booking.com/search.html?ss=La+Marinière,2,,,,48.6470559,-2.0086227
2,St Malo,Ker Annick,https://www.booking.com/search.html?ss=Ker+Annick,,,,,48.6470551,-2.0087773
2,St Malo,Le Britannic,https://www.booking.com/search.html?ss=Le+Britannic,,,,,48.6472243,-2.0087038
2,St Malo,Hôtel de la Cité,https://www.booking.com/search.html?ss=Hôtel+de+la+Cité,,,,,48.6512504,-2.0251622
2,St Malo,La Maison des Armateurs,https://www.booking.com/search.html?ss=La+Maison+des+Armateurs,,,,,48.6490907,-2.0245093
2,St Malo,Hôtel San Pedro,https://www.booking.com/search.html?ss=Hôtel+San+Pedro,2,Rue du Boyer,,https://www.sanpedro-hotel.com/,48.6490953,-2.0278573
2,St Malo,Hôtel des Marins,https://www.booking.com/search.html?ss=Hôtel+des+Marins,3,Rue des Marins,,https://www.hotel-des-marins.com/,48.6488754,-2.0248533
2,St Malo,Le Nautilus,https://www.booking.com/search.html?ss=Le+Nautilus,,Rue de la Corne de Cerf,,https://www.hotel-lenautilus-saint-malo.com/,48.6507279,-2.0249312
2,St Malo,La Maison Vauban,https://www.booking.com/search.html?ss=La+Maison+Vauban,,Rue Toullier,,https://www.lamaisonvauban.com/,48.6500699,-2.0268663
2,St Malo,Hôtel Anne de Bretagne,https://www.booking.com/search.html?ss=Hôtel+Anne+de+Bretagne,,,,https://www.hotel-annedebretagne.com/,48.6506328,-2.0247233
2,St Malo,Hôtel Bristol Union,https://www.booking.com/search.html?ss=Hôtel+Bristol+Union,2,,,https://www.hotel-bristol-union.com/,48.649602,-2.024286
2,St Malo,Le Croiseur,https://www.booking.com/search.html?ss=Le+Croiseur,,Place de la Poissonnerie,,http://www.hotel-le-croiseur.com/,48.6496106,-2.0245515
2,St Malo,Hôtel Anne de Bretagne,https://www.booking.com/search.html?ss=Hôtel+Anne+de+Bretagne,,Rue Saint-Thomas,,https://www.hotel-annedebretagne.com/,48.6505641,-2.0246608
2,St Malo,Hôtel Cartier,https://www.booking.com/search.html?ss=Hôtel+Cartier,,Rue Saint-Vincent,,https://www.hotel-cartier.com/,48.6500289,-2.0247872
2,St Malo,Hôtel Otonali,https://www.booking.com/search.html?ss=Hôtel+Otonali,,,,https://www.otonali.fr/,48.6522813,-2.011459
2,St Malo,L'Adressse,https://www.booking.com/search.html?ss=L'Adressse,4,Rue des Poulieurs,+33 2 99 19 93 93,https://www.hotel-saint-malo-ladresse.com/,48.6519467,-2.0170092
2,St Malo,Le Rockabilly,https://www.booking.com/search.html?ss=Le+Rockabilly,,Boulevard de la Tour d'Auvergne,+33 6 99 50 13 57,https://hotel-le-rockabilly.business.site/,48.6517523,-2.0080651
2,St Malo,Hôtel Quic en Groigne,https://www.booking.com/search.html?ss=Hôtel+Quic+en+Groigne,3,,,https://www.quic-en-groigne.com/,48.6468525,-2.0270257
2,St Malo,Le Nessay,https://www.booking.com/search.html?ss=Le+Nessay,4,,,,48.6239012,-2.1428489
2,St Malo,Le Terminus,https://www.booking.com/search.html?ss=Le+Terminus,2,,,,48.6467721,-2.0086193
2,St Malo,Hôtel Balmoral,https://www.booking.com/search.html?ss=Hôtel+Balmoral,,,,,48.6330865,-2.0537661
2,St Malo,Hôtel Kan Avel,https://www.booking.com/search.html?ss=Hôtel+Kan+Avel,,,,,48.6346355,-2.1080531
2,St Malo,Ar Iniz,https://www.booking.com/search.html?ss=Ar+Iniz,3,Boulevard Hébert,+33 2 99 56 01 19,https://ariniz.com/fr/accueil/,48.6619458,-1.9920722
2,St Malo,Hôtel Printania,https://www.booking.com/search.html?ss=Hôtel+Printania,3,,,,48.6355324,-2.0489073
2,St Malo,Hôtel de la Mer,https://www.booking.com/search.html?ss=Hôtel+de+la+Mer,,,,,48.6560982,-2.0023517
2,St Malo,Les Tilleuls,https://www.booking.com/search.html?ss=Les+Tilleuls,3,,,,48.6308807,-2.0610711
2,St Malo,Armoricaine,https://www.booking.com/search.html?ss=Armoricaine,,,+33 2 99408913,https://www.hotel-armoricaine.com/,48.648952,-2.0274415
2,St Malo,Elizabeth,https://www.booking.com/search.html?ss=Elizabeth,,,+33 2 99 56 24 98,https://saintmalo-hotel-elizabeth.com/,48.6476464,-2.0244178
2,St Malo,Port Malo,https://www.booking.com/search.html?ss=Port+Malo,,,,,48.6509499,-2.02472
2,St Malo,Ar Terra Nova,https://www.booking.com/search.html?ss=Ar+Terra+Nova,,Rue Godard,+33 2 23 18 29 04,https://www.hotelarterranova.com/,48.6364705,-2.0140681
2,St Malo,Alexandra,https://www.booking.com/search.html?ss=Alexandra,4,,,,48.6573613,-2.0014939
2,St Malo,Le Magellan,https://www.booking.com/search.html?ss=Le+Magellan,,,,,48.6632309,-1.9890351
2,St Malo,Château Hôtel du Colombier,https://www.booking.com/search.html?ss=Château+Hôtel+du+Colombier,,,,,48.637874,-1.9678985
2,St Malo,Ibis,https://www.booking.com/search.html?ss=Ibis,,,,,,
2,St Malo,Hôtel Mercure Saint-Malo Front de Mer,https://www.booking.com/search.html?ss=Hôtel+Mercure+Saint-Malo+Front+de+Mer,,,,,,
2,St Malo,Hôtel Escale Océania,https://www.booking.com/search.html?ss=Hôtel+Escale+Océania,,Chaussée du Sillon,,,,
2,St Malo,Hôtel Ambassadeurs,https://www.booking.com/search.html?ss=Hôtel+Ambassadeurs,,,,,,
2,St Malo,Hôtel Le Beaufort,https://www.booking.com/search.html?ss=Hôtel+Le+Beaufort,,,,,,
2,St Malo,Hôtel Kyriad Saint-Malo Plage,https://www.booking.com/search.html?ss=Hôtel+Kyriad+Saint-Malo+Plage,,,,,,
2,St Malo,Hôtel Logis de Brocéliande,https://www.booking.com/search.html?ss=Hôtel+Logis+de+Brocéliande,,,,,,
2,St Malo,Hôtel Le Jersey,https://www.booking.com/search.html?ss=Hôtel+Le+Jersey,,,,https://www.antineahotel.com/hotel-le-jersey/,,
2,St Malo,Hôtel Artimon,https://www.booking.com/search.html?ss=Hôtel+Artimon,,,+33 2 99 56 11 98,,,
2,St Malo,Le Grand Hôtel des Thermes,https://www.booking.com/search.html?ss=Le+Grand+Hôtel+des+Thermes,,,,,,
2,St Malo,Le Grand Bé,https://www.booking.com/search.html?ss=Le+Grand+Bé,4,,,,,
2,St Malo,Brit Hotel Le Transat,https://www.booking.com/search.html?ss=Brit+Hotel+Le+Transat,3,,,https://hotel-saint-malo-transat.brithotel.fr/,,
2,St Malo,Kyriad Saint-Malo Ouest,https://www.booking.com/search.html?ss=Kyriad+Saint-Malo+Ouest,,,,,,
2,St Malo,Les Alizés,https://www.booking.com/search.html?ss=Les+Alizés,,,,,,
2,St Malo,Hôtel Royal Émeraude,https://www.booking.com/search.html?ss=Hôtel+Royal+Émeraude,,,,,,
2,St Malo,Grand Hôtel Barrière,https://www.booking.com/search.html?ss=Grand+Hôtel+Barrière,5,,,,,
2,St Malo,Villa Reine Hortense,https://www.booking.com/search.html?ss=Villa+Reine+Hortense,,,,,,
2,St Malo,Emeria Thalasso & Spa,https://www.booking.com/search.html?ss=Emeria+Thalasso+&+Spa,,,,https://www.emeriadinard.com,,
2,St Malo,Hôtel Le Gambetta,https://www.booking.com/search.html?ss=Hôtel+Le+Gambetta,2,,,,,
2,St Malo,Hôtel Alba,https://www.booking.com/search.html?ss=Hôtel+Alba,3,,,,,
2,St Malo,Malouinière Le Valmarin,https://www.booking.com/search.html?ss=Malouinière+Le+Valmarin,3,,+33 299819476,https://www.levalmarin.com/,,
2,St Malo,Hôtel La Rotonde,https://www.booking.com/search.html?ss=Hôtel+La+Rotonde,,,,,,
2,St Malo,Hôtel La Villefromoy,https://www.booking.com/search.html?ss=Hôtel+La+Villefromoy,4,,,,,
2,St Malo,Hôtel Ibis La Madeleine,https://www.booking.com/search.html?ss=Hôtel+Ibis+La+Madeleine,,,,,,
2,St Malo,Ibis Budget Saint-Malo Centre,https://www.booking.com/search.html?ss=Ibis+Budget+Saint-Malo+Centre,,,,,,
2,St Malo,Grand Hotel de Courtoisville,https://www.booking.com/search.html?ss=Grand+Hotel+de+Courtoisville,,,,,,
2,St Malo,La pie qui boit,https://www.booking.com/search.html?ss=La+pie+qui+boit,,,,,,
2,St Malo,hotelF1,https://www.booking.com/search.html?ss=hotelF1,1,,,,,
2,St Malo,Hôtel Eden,https://www.booking.com/search.html?ss=Hôtel+Eden,3,Rue de l'Étang,+33 2 99 40 23 48,https://www.hotel-eden-saintmalo.com/,,
2,St Malo,Kyriad prestige,https://www.booking.com/search.html?ss=Kyriad+prestige,,,,,,
2,St Malo,CCE Air France,https://www.booking.com/search.html?ss=CCE+Air+France,,,,,,
2,St Malo,B&B Hôtel,https://www.booking.com/search.html?ss=B&B+Hôtel,,Avenue du Général de Gaulle,+33 892 78 80 95,https://www.hotel-bb.com/fr/-/hotelByName.htm?id=0155,,
2,St Malo,Le Chateaubriand,https://www.booking.com/search.html?ss=Le+Chateaubriand,,,,,,
2,St Malo,Le Surcouf,https://www.booking.com/search.html?ss=Le+Surcouf,2,Avenue du Révérend Père Umbricht,,,,
2,St Malo,Hôtel Alpha Océan,https://www.booking.com/search.html?ss=Hôtel+Alpha+Océan,,,,,,
2,St Malo,Hôtel Logis La Grassinais,https://www.booking.com/search.html?ss=Hôtel+Logis+La+Grassinais,,,,,,
2,St Malo,Maison Tirel Guerin,https://www.booking.com/search.html?ss=Maison+Tirel+Guerin,4,,+33 2 99 89 10 46,https://www.domaine-du-limonay.com/fr/maison-tirel-guerin/,,
2,St Malo,Villa Adélaïde,https://www.booking.com/search.html?ss=Villa+Adélaïde,,,,https://www.domaine-du-limonay.com/fr/villa-adelaide/,,
2,St Malo,Hôtel Les Charmettes,https://www.booking.com/search.html?ss=Hôtel+Les+Charmettes,3,,,,,
2,St Malo,Hôtel Le Nouveau Monde,https://www.booking.com/search.html?ss=Hôtel+Le+Nouveau+Monde,,,,https://www.hotel-le-nouveau-monde.fr/,,
2,St Malo,Hôtel Oceania,https://www.booking.com/search.html?ss=Hôtel+Oceania,4,,,,,
2,St Malo,Campanile,https://www.booking.com/search.html?ss=Campanile,,,,,,
2,St Malo,Hôtel Première Classe,https://www.booking.com/search.html?ss=Hôtel+Première+Classe,,,,,,
2,St Malo,Hôtel Antinéa,https://www.booking.com/search.html?ss=Hôtel+Antinéa,,,,https://www.antineahotel.com/hotel-antinea/,,
2,St Malo,B&B Hôtel Saint-Malo Sud,https://www.booking.com/search.html?ss=B&B+Hôtel+Saint-Malo+Sud,,,,https://www.hotel-bb.com/fr/hotels/saint-malo-st-jouan.htm,,
2,St Malo,Hôtel Le Manoir du Cunningham,https://www.booking.com/search.html?ss=Hôtel+Le+Manoir+du+Cunningham,3,,,https://www.st-malo-hotel-cunningham.com/,,
2,St Malo,Hôtel de la Gare,https://www.booking.com/search.html?ss=Hôtel+de+la+Gare,,,,https://www.hoteldelagare-stmalo.fr/,,
2,St Malo,HotelF1,https://www.booking.com/search.html?ss=HotelF1,,,,http://www.hotelf1.com/fr/hotel-2469-formule-1-hotelf1-saint-malo-dinard/location.shtml,,
2,St Malo,Castelbrac,https://www.booking.com/search.html?ss=Castelbrac,5,,,,,
2,St Malo,Hôtel du Parc des Tourelles,https://www.booking.com/search.html?ss=Hôtel+du+Parc+des+Tourelles,2,,,,,
2,St Malo,Hôtel Saint-Michel,https://www.booking.com/search.html?ss=Hôtel+Saint-Michel,2,,,,,
2,St Malo,Ibis Styles Saint-Malo Port,https://www.booking.com/search.html?ss=Ibis+Styles+Saint-Malo+Port,,,+33230060206,,,
2,St Malo,Reine Marine,https://www.booking.com/search.html?ss=Reine+Marine,4,,+33 2 99 40 75 13,https://www.reinemarine.com/,,
4,Le Havre,Campanile,https://www.booking.com/search.html?ss=Campanile,,,,,49.5337715,0.1870905
4,Le Havre,Le Cordon Bleu,https://www.booking.com/search.html?ss=Le+Cordon+Bleu,,,,,49.5017082,0.2171022
4,Le Havre,Best western Art hôtel,https://www.booking.com/search.html?ss=Best+western+Art+hôtel,,Rue Louis Brindeau,+33 2 35 22 69 44,https://www.art-hotel.fr/,49.4912002,0.1065071
4,Le Havre,Hôtel et Spa Vent d'Ouest,https://www.booking.com/search.html?ss=Hôtel+et+Spa+Vent+d'Ouest,4,Rue de Caligny,+33 2 35 42 50 69,https://www.ventdouest.fr/fr/,49.4913783,0.1007815
4,Le Havre,Le Marignan,https://www.booking.com/search.html?ss=Le+Marignan,,Boulevard de Strasbourg,,https://www.lemarignanhotel.com/,49.4923501,0.1230654
4,Le Havre,Hôtel du Pasino du Havre,https://www.booking.com/search.html?ss=Hôtel+du+Pasino+du+Havre,4,,,http://www.lehavrehotel.fr/,49.4913744,0.1117003
4,Le Havre,Hôtel Richelieu,https://www.booking.com/search.html?ss=Hôtel+Richelieu,,Rue de Paris,,,49.4888102,0.1076957
4,Le Havre,Ibis Le Havre Centre,https://www.booking.com/search.html?ss=Ibis+Le+Havre+Centre,3,Rue du Cent Vingt Neuvième,+33 2 35 22 29 29,https://all.accor.com/ssr/app/ibis/rates/1123/index.en.shtml,49.4916688,0.1186438
4,Le Havre,Hôtel Parisien,https://www.booking.com/search.html?ss=Hôtel+Parisien,,Cours de la République,,,49.4924223,0.1235931
4,Le Havre,Oscar Hôtel,https://www.booking.com/search.html?ss=Oscar+Hôtel,,Rue Voltaire,+33 2 35 42 39 77,,49.4897719,0.1072404
4,Le Havre,B&B Hotel Le Havre Centre,https://www.booking.com/search.html?ss=B&B+Hotel+Le+Havre+Centre,,Cours de la République,,https://www.hotel-bb.com/fr/hotel/le-havre-centre,49.4981747,0.1287718
4,Le Havre,Ibis Styles,https://www.booking.com/search.html?ss=Ibis+Styles,3,Rue de Paris,+33 2 35 41 72 48,https://all.accor.com,49.488449,0.1073403
4,Le Havre,Carmin,https://www.booking.com/search.html?ss=Carmin,,Rue Georges Braque,,,49.494874,0.1054936
4,Le Havre,Nomad Hotel,https://www.booking.com/search.html?ss=Nomad+Hotel,,Rue Magellan,+33 2 30 30 76 76,https://www.nomad-hotels.com/,49.4933607,0.1255593
4,Le Havre,Inter-Hotel Terminus,https://www.booking.com/search.html?ss=Inter-Hotel+Terminus,,Cours de la République,,,49.4932665,0.1243496
4,Le Havre,Sans détour,https://www.booking.com/search.html?ss=Sans+détour,,,,,49.4922834,0.1158505
4,Le Havre,La petite rade,https://www.booking.com/search.html?ss=La+petite+rade,3,Place Clemenceau,+33 2 35 54 68 90,https://www.lapetiteradehotel-lehavre.com/,49.5023684,0.0859642
4,Le Havre,Kyriad Hôtel,https://www.booking.com/search.html?ss=Kyriad+Hôtel,,Rue des Castors,,https://www.kyriad.com/fr-fr/nos-hotels/france/normandie/hotels-montivilliers/,49.5331586,0.1802727
4,Le Havre,Hilton Garden Inn Le Havre Centre,https://www.booking.com/search.html?ss=Hilton+Garden+Inn+Le+Havre+Centre,4,Boulevard Clemenceau,+33 2 79 42 00 60,https://www.hilton.com/en/hotels/lehlhgi-hilton-garden-inn-le-havre-centre,49.4899549,0.0978114
4,Le Havre,Odalys City,https://www.booking.com/search.html?ss=Odalys+City,,Quai Colbert,+33 2 32 73 95 53,https://www.odalys-vacances.com/location-ville/normandie/le-havre/centre-les-docks.html,49.4926319,0.1297033
4,Le Havre,Odalys City,https://www.booking.com/search.html?ss=Odalys+City,,Cours du Commandant Fratacci,+33 2 32 73 73 73,https://www.odalys-vacances.com/,49.4914117,0.1228465
4,Le Havre,Hôtel d'Angleterre,https://www.booking.com/search.html?ss=Hôtel+d'Angleterre,,,+33 2 35 42 48 42,https://www.boutiquehotel-angleterre-lehavre.com/,49.4940531,0.0993652
4,Le Havre,Smart Appart Le Havre,https://www.booking.com/search.html?ss=Smart+Appart+Le+Havre,,Cours de la République,+33 652497024,https://www.smart-appart.fr,49.4965016,0.1268417
4,Le Havre,Birgit,https://www.booking.com/search.html?ss=Birgit,,Quai Colbert,+33 2 35 26 49 49,https://lehavre.hotelbirgit.com/,49.4931742,0.1307178
4,Le Havre,La Bonne Adresse,https://www.booking.com/search.html?ss=La+Bonne+Adresse,,Rue du Général de Gaulle,,https://www.logishotels.com/fr/hotel/logis-hotel-la-bonne-adresse-118958,49.5032443,0.0887902
4,Le Havre,Zenao Apart'hôtel,https://www.booking.com/search.html?ss=Zenao+Apart'hôtel,,Rue Jean Jaurès,,,49.5463074,0.2050757
4,Le Havre,Le Cormoran,https://www.booking.com/search.html?ss=Le+Cormoran,,,+33 2 35 53 00 00,,49.4856912,0.2098412
4,Le Havre,Hôtel Pasino,https://www.booking.com/search.html?ss=Hôtel+Pasino,,,,,,
4,Le Havre,Les Gens de Mer,https://www.booking.com/search.html?ss=Les+Gens+de+Mer,2,Rue Voltaire,,https://seamensclub.fr/,,
4,Le Havre,Mercure,https://www.booking.com/search.html?ss=Mercure,4,Chaussée Georges Pompidou,,,,
4,Le Havre,Novotel,https://www.booking.com/search.html?ss=Novotel,,,,,,
4,Le Havre,Bar Hôtel Le France,https://www.booking.com/search.html?ss=Bar+Hôtel+Le+France,,,,,,
4,Le Havre,Ibis Budget,https://www.booking.com/search.html?ss=Ibis+Budget,,Rue du Docteur Piasceki,0892 68 06 74,https://all.accor.com/hotel/3492/index.fr.shtml,,
4,Le Havre,B&B Hôtels Le Havre,https://www.booking.com/search.html?ss=B&B+Hôtels+Le+Havre,,Avenue du Clos Labedoyère,,,,
4,Le Havre,B&B Hôtels Le Havre 2,https://www.booking.com/search.html?ss=B&B+Hôtels+Le+Havre+2,,Rue des Courtines,,,,
4,Le Havre,Ibis,https://www.booking.com/search.html?ss=Ibis,,,,,,
4,Le Havre,hotelF1,https://www.booking.com/search.html?ss=hotelF1,1,,,,,
4,Le Havre,Kyriad Hôtel,https://www.booking.com/search.html?ss=Kyriad+Hôtel,,,,,,
4,Le Havre,Eklo Hotels,https://www.booking.com/search.html?ss=Eklo+Hotels,,Avenue du Bois au Coq,+33 2 35 42 27 33,https://www.eklohotels.com/,,
4,Le Havre,Premiere Classe Le Havre Centre,https://www.booking.com/search.html?ss=Premiere+Classe+Le+Havre+Centre,2,Rue Nungesser et Coli,+33 2 61 52 01 87,https://www.premiereclasse.com/,,
4,Le Havre,Adagio Access Aparthotel,https://www.booking.com/search.html?ss=Adagio+Access+Aparthotel,3,Rue de l'Aviateur Guérin,+33 2 329 297 00,https://www.adagio-city.com/fr/hotel-8986-aparthotel-adagio-access-le-havre-les-docks/index.shtml,,
4,Le Havre,Jost,https://www.booking.com/search.html?ss=Jost,,Rue Bonnivet,+33 2 19 00 20 80,https://www.jostlehavre.com/,,
4,Le Havre,Zénitude Appart hôtel,https://www.booking.com/search.html?ss=Zénitude+Appart+hôtel,2,Rue Fénelon,+33 2 35 11 32 40,,,
